Bokföringsdatum;Valutadatum;Verifikationsnummer;Text;Belopp;Saldo
2024-06-24;2024-06-23;5484500253;SL          /24-06-21;-84.000;3154.070
2024-06-24;2024-06-23;5484234523;TIME BAR    /24-06-21;-500.000;3238.070
2024-06-24;2024-06-23;5484232328;PIZZERIA RUN/24-06-22;-235.000;3738.070
2024-06-24;2024-06-23;5484830617;COOP KONSUM /24-06-22;-58.950;3973.070
2024-06-24;2024-06-22;5484427725;7-ELEVEN HOR/24-06-21;-28.000;4032.020
2024-06-24;2024-06-22;5490990004;PETER HENELL;3000.000;4060.020
2024-06-24;2024-06-21;5484751102;SL          /24-06-19;-42.000;1060.020
2024-06-24;2024-06-21;5484869963;PIZZERIA RUN/24-06-20;-120.000;1102.020
2024-06-24;2024-06-21;5484494324;ICA NARA BER/24-06-20;-45.500;1222.020
2024-06-20;2024-06-20;5484548735;SYSTEMBOLAGE/24-06-19;-447.000;1267.520
2024-06-20;2024-06-20;5484126459;COOP KONSUM /24-06-19;-23.000;1714.520
2024-06-20;2024-06-20;5490990789;46720388884;-280.000;1737.520
2024-06-20;2024-06-20;5490990789;46702984673;-610.000;2017.520
2024-06-19;2024-06-19;5484855827;BRODERNAS BO/24-06-17;-230.000;2627.520
2024-06-19;2024-06-19;5484115150;COOP KONSUM /24-06-18;-39.000;2857.520
2024-06-18;2024-06-18;5484491527;SHELL B LSTA/24-06-17;-59.000;2896.520
2024-06-18;2024-06-18;5484348595;PIZZOLOGI   /24-06-15;-150.000;2955.520
2024-06-17;2024-06-17;5490990789;1235414610;-80.000;3105.520
2024-06-17;2024-06-16;5484081515;BYGGVARUHUSE/24-06-15;-109.000;3185.520
2024-06-17;2024-06-16;5484701154;ÄLVDALENS FI/24-06-15;-1726.000;3294.520
2024-06-17;2024-06-16;5484688691;SERNA CAMPIN/24-06-15;-200.000;5020.520
2024-06-17;2024-06-16;5484572002;PREEM       /24-06-15;-30.000;5220.520
2024-06-17;2024-06-15;5484361153;RESTAURANG S/24-06-14;-298.000;5250.520
2024-06-17;2024-06-15;5484861863;HEMK P M RBY/24-06-14;-665.150;5548.520
2024-06-17;2024-06-15;5484822828;COOP KONSUM /24-06-14;-29.430;6213.670
2024-06-17;2024-06-15;5484822822;COOP KONSUM /24-06-14;-123.900;6243.100
2024-06-17;2024-06-15;5484538945;BERGSHAMRA P/24-06-13;-107.000;6367.000
2024-06-17;2024-06-15;5490990004;PETER HENELL;3000.000;6474.000
2024-06-14;2024-06-14;5484097037;SOEDER SPORT/24-06-13;-561.000;3474.000
2024-06-14;2024-06-14;5484440439;THE OLD BREW/24-06-12;-750.000;4035.000
2024-06-14;2024-06-14;5484096582;PIZZERIA RUN/24-06-13;-115.000;4785.000
2024-06-14;2024-06-14;5484057072;PIZZERIA RIM/24-06-13;-225.000;4900.000
2024-06-13;2024-06-13;5484847740;ASPLUND PA T/24-06-12;-135.000;5125.000
2024-06-13;2024-06-13;5484835446;SYSTRARNA P /24-06-12;-1525.000;5260.000
2024-06-12;2024-06-12;5484307502;COOP KONSUM /24-06-11;-19.000;6785.000
2024-06-12;2024-06-12;5490990004;PETER HENELL;5000.000;6804.000
2024-06-11;2024-06-11;5484070913;SUSHI KOYAMA/24-06-10;-130.000;1804.000
2024-06-10;2024-06-10;5484550241;COOP KONSUM /24-06-09;-125.760;1934.000
2024-06-10;2024-06-09;5484011526;COOP KONSUM /24-06-08;-118.030;2059.760
2024-06-10;2024-06-09;5484011503;COOP KONSUM /24-06-08;-46.500;2177.790
2024-06-10;2024-06-08;5484077116;OKQ8        /24-06-06;-199.000;2224.290
2024-06-10;2024-06-08;5484788447;OKQ8        /24-06-05;-48.000;2423.290
2024-06-10;2024-06-08;5484465332;COOP KONSUM /24-06-07;-36.950;2471.290
2024-06-07;2024-06-07;5484259536;ZETTLE  DALA/24-06-06;-50.000;2508.240
2024-06-07;2024-06-06;5484025134;COOR POSTNOR/24-06-05;-110.000;2558.240
2024-06-07;2024-06-06;5484447039;COOP KONSUM /24-06-05;-192.300;2668.240
2024-06-05;2024-06-05;5484714435;ZOEY S COFFE/24-06-04;-144.000;2860.540
2024-06-05;2024-06-05;5484614658;APOTEKSGRUPP/24-06-04;-1566.120;3004.540
2024-06-03;2024-06-03;5484678490;COOP KONSUM /24-06-02;-19.000;4570.660
2024-06-03;2024-06-02;5484634782;COOP KONSUM /24-06-01;-20.000;4589.660
2024-06-03;2024-06-01;5484177538;BERGIS BAGER/24-05-31;-40.000;4609.660
2024-06-03;2024-06-01;5484753901;RESTAURANG S/24-05-31;-219.000;4649.660
2024-05-31;2024-05-31;5484145700;MIXENS BAKFI/24-05-29;-490.000;4868.660
2024-05-31;2024-05-31;5484537998;OLSTUGAN HOR/24-05-30;-74.000;5358.660
2024-05-31;2024-05-31;5484537993;OLSTUGAN HOR/24-05-30;-273.000;5432.660
2024-05-31;2024-05-31;5484431795;PIZZERIA RUN/24-05-30;-120.000;5705.660
2024-05-30;2024-05-30;5484823237;SYSTEMBOLAGE/24-05-29;-242.000;5825.660
2024-05-30;2024-05-30;5484769515;7-ELEVEN 461/24-05-29;-19.000;6067.660
2024-05-30;2024-05-30;5484533507;LA GAZELLE H/24-05-29;-135.000;6086.660
2024-05-30;2024-05-30;5484169552;OKQ8        /24-05-28;-40.000;6221.660
2024-05-30;2024-05-30;5484778308;ESPRESSO H 2/24-05-29;-103.000;6261.660
2024-05-30;2024-05-30;5484506939;THE DUBLINER/24-05-29;-211.050;6364.660
2024-05-29;2024-05-29;5490990789;46738674668;366.000;6575.710
2024-05-29;2024-05-29;5490990004;PETER HENELL;5000.000;6209.710
2024-05-29;2024-05-29;5484382164;NONNI SUSHI /24-05-28;-149.000;1209.710
2024-05-29;2024-05-29;5484220920;OKQ8        /24-05-26;-860.920;1358.710
2024-05-28;2024-05-28;5484688485;COOP KONSUM /24-05-27;-96.400;2219.630
2024-05-28;2024-05-28;5484688468;COOP KONSUM /24-05-27;-104.550;2316.030
2024-05-27;2024-05-26;5484187440;MIXENS BAKFI/24-05-24;-85.000;2420.580
2024-05-27;2024-05-26;5484187438;MIXENS BAKFI/24-05-24;-80.000;2505.580
2024-05-27;2024-05-26;5484757715;BERGSHAMRA B/24-05-25;-250.000;2585.580
2024-05-27;2024-05-26;5484405014;COOP KONSUM /24-05-25;-20.000;2835.580
2024-05-27;2024-05-26;5484404914;COOP KONSUM /24-05-25;-145.410;2855.580
2024-05-27;2024-05-25;5484087827;CAFE ALMEN  /24-05-24;-50.000;3000.990
2024-05-27;2024-05-25;5484331301;RESTAURANG S/24-05-24;-219.000;3050.990
2024-05-27;2024-05-25;5484719340;COOP KONSUM /24-05-24;-17.490;3269.990
2024-05-24;2024-05-24;5484189689;PIZZERIA RUN/24-05-23;-120.000;3287.480
2024-05-24;2024-05-24;5484862308;ICA NARA BER/24-05-23;-20.000;3407.480
2024-05-23;2024-05-23;5484800186;RESTAURANG S/24-05-22;-125.000;3427.480
2024-05-23;2024-05-23;5484540805;COOP KONSUM /24-05-22;-53.450;3552.480
2024-05-22;2024-05-22;5484802144;GLASSTRAPPSB/24-05-21;-45.000;3605.930
2024-05-22;2024-05-22;5484399089;T-JARLEN STO/24-05-21;-78.900;3650.930
2024-05-21;2024-05-21;5490990004;PETER HENELL;3000.000;3729.830
2024-05-20;2024-05-20;5490990789;AB STORSTOCK;-1020.000;729.830
2024-05-20;2024-05-19;5484475239;RESTAURANG S/24-05-18;-219.000;1749.830
2024-05-20;2024-05-19;5490990789;46707411412;-25.000;1968.830
2024-05-20;2024-05-18;5484692891;RESTAURANG S/24-05-17;-125.000;1993.830
2024-05-20;2024-05-18;5484245269;COOP KONSUM /24-05-17;-31.000;2118.830
2024-05-17;2024-05-17;5484306994;T-JARLEN STO/24-05-16;-78.850;2149.830
2024-05-17;2024-05-17;5484074489;COOP KONSUM /24-05-16;-287.940;2228.680
2024-05-15;2024-05-15;5484788432;COOP KONSUM /24-05-14;-83.950;2516.620
2024-05-14;2024-05-14;5484850954;TAK         /24-05-13;-155.000;2600.570
2024-05-14;2024-05-14;5484848006;BARTERRACE  /24-05-13;-220.000;2755.570
2024-05-14;2024-05-14;5484848001;BARTERRACE  /24-05-13;-310.000;2975.570
2024-05-14;2024-05-14;5484824859;T-JARLEN STO/24-05-13;-90.560;3285.570
2024-05-13;2024-05-13;5484023778;COOP KONSUM /24-05-12;-12.900;3376.130
2024-05-13;2024-05-12;5484453293;COOP KONSUM /24-05-11;-56.450;3389.030
2024-05-13;2024-05-11;5484086538;ICA KVANTUM /24-05-10;-30.000;3445.480
2024-05-13;2024-05-11;5484022025;COOP KONSUM /24-05-10;-53.020;3475.480
2024-05-10;2024-05-10;5484549981;SYSTEMBOLAGE/24-05-10;-760.000;3528.500
2024-05-10;2024-05-09;5484366957;COOP KONSUM /24-05-08;-97.080;4288.500
2024-05-08;2024-05-08;5484714698;COOR POSTNOR/24-05-07;-110.000;4385.580
2024-05-07;2024-05-07;5484121924;T-JARLEN STO/24-05-06;-95.600;4495.580
2024-05-07;2024-05-07;5484776799;COOP KONSUM /24-05-06;-229.660;4591.180
2024-05-06;2024-05-05;5484261542;COOP KONSUM /24-05-04;-32.000;4820.840
2024-05-06;2024-05-04;5484069627;SUSHI YAMA S/24-05-03;-140.000;4852.840
2024-05-06;2024-05-04;5484453725;RESTAURANG S/24-05-03;-298.000;4992.840
2024-05-06;2024-05-04;5484045029;COOP KONSUM /24-05-03;-73.680;5290.840
2024-05-03;2024-05-03;5484685426;COOP KONSUM /24-05-02;-161.390;5364.520
2024-05-03;2024-05-03;5490990004;PETER HENELL;5000.000;5525.910
2024-05-02;2024-05-02;5484062450;PREEM       /24-05-01;-784.030;525.910
2024-04-30;2024-04-30;5490990789;1232573715;-641.000;1309.940
2024-04-29;2024-04-28;5484020695;GARDBY KAFE /24-04-27;-214.000;1950.940
2024-04-29;2024-04-27;5484419497;OKQ8        /24-04-26;-811.140;2164.940
2024-04-26;2024-04-26;5484420867;PIZZERIA RUN/24-04-25;-230.000;2976.080
2024-04-25;2024-04-25;5484530123;RESTAURANG S/24-04-24;-249.000;3206.080
2024-04-25;2024-04-25;5484177828;COOP KONSUM /24-04-24;-35.530;3455.080
2024-04-24;2024-04-24;5484875590;RESTAURANG G/24-04-23;-115.000;3490.610
2024-04-24;2024-04-24;5484646552;SYSTEMBOLAGE/24-04-24;-715.600;3605.610
2024-04-24;2024-04-24;5490990004;PETER HENELL;3000.000;4321.210
2024-04-23;2024-04-23;5484727801;RESTAURANG G/24-04-22;-140.000;1321.210
2024-04-22;2024-04-22;5484408366;COOP KONSUM /24-04-21;-180.670;1461.210
2024-04-22;2024-04-21;5484857841;AVNI AB     /24-04-19;-145.000;1641.880
2024-04-22;2024-04-20;5484774038;ROQ         /24-04-19;-341.000;1786.880
2024-04-22;2024-04-20;5484774001;ROQ         /24-04-19;-73.000;2127.880
2024-04-22;2024-04-20;5484773960;ROQ         /24-04-19;-73.000;2200.880
2024-04-19;2024-04-19;5484563188;T-JARLEN STO/24-04-18;-103.060;2273.880
2024-04-19;2024-04-19;5484429468;53 - BERGSHA/24-04-18;-1020.000;2376.940
2024-04-19;2024-04-19;5490990789;46736227759;170.000;3396.940
2024-04-18;2024-04-18;5484410454;SL          /24-04-16;-84.000;3226.940
2024-04-18;2024-04-18;5484455000;COOP KONSUM /24-04-17;-287.800;3310.940
2024-04-17;2024-04-17;5484073636;SL          /24-04-15;-84.000;3598.740
2024-04-17;2024-04-17;5484509379;T-JARLEN STO/24-04-16;-71.870;3682.740
2024-04-16;2024-04-16;5484054502;APOTEKSGRUPP/24-04-15;-257.020;3754.610
2024-04-16;2024-04-16;5484566263;COOP KONSUM /24-04-15;-69.450;4011.630
2024-04-15;2024-04-15;5484139246;PIZZERIA RUN/24-04-14;-140.000;4081.080
2024-04-15;2024-04-14;5484234185;SL          /24-04-11;-84.000;4221.080
2024-04-15;2024-04-14;5484305258;ICA NARA BER/24-04-12;-91.800;4305.080
2024-04-15;2024-04-14;5484199805;COOP KONSUM /24-04-12;-338.470;4396.880
2024-04-12;2024-04-12;5484821435;SL          /24-04-10;-84.000;4735.350
2024-04-12;2024-04-12;5484748921;T-JARLEN STO/24-04-11;-81.650;4819.350
2024-04-11;2024-04-11;5484670734;SL          /24-04-09;-84.000;4901.000
2024-04-09;2024-04-09;5484793165;COOP KONSUM /24-04-08;-186.350;4985.000
2024-04-08;2024-04-06;5484488515;SL          /24-04-04;-84.000;5171.350
2024-04-08;2024-04-06;5484484591;ICA NARA BER/24-04-05;-96.710;5255.350
2024-04-05;2024-04-05;5484470339;SL          /24-04-03;-84.000;5352.060
2024-04-05;2024-04-05;5484652724;ICA NARA BER/24-04-04;-65.800;5436.060
2024-04-04;2024-04-04;5484328521;SL          /24-04-02;-84.000;5501.860
2024-04-03;2024-04-03;5490990789;46721428359;-600.000;5585.860
2024-04-02;2024-03-31;5490990004;PETER HENELL;6000.000;6185.860
2024-04-02;2024-03-29;5484265155;COOP KONSUM /24-03-28;-583.720;185.860
2024-04-02;2024-03-29;5484265040;COOP KONSUM /24-03-27;-87.900;769.580
2024-03-28;2024-03-28;5484378791;SL          /24-03-26;-84.000;857.480
2024-03-28;2024-03-28;5484597289;RESTAURANG S/24-03-27;-298.000;941.480
2024-03-27;2024-03-27;5484019026;SL          /24-03-25;-84.000;1239.480
2024-03-27;2024-03-27;5484787192;AKADEMIBOKHA/24-03-26;-197.000;1323.480
2024-03-25;2024-03-24;5484332782;SL          /24-03-22;-42.000;1520.480
2024-03-25;2024-03-23;5484659263;SYSTEMBOLAGE/24-03-22;-1088.000;1562.480
2024-03-25;2024-03-23;5484537013;SL          /24-03-21;-84.000;2650.480
2024-03-25;2024-03-23;5484760507;RESTAURANG S/24-03-22;-298.000;2734.480
2024-03-25;2024-03-23;5484347840;COOP KONSUM /24-03-22;-14.500;3032.480
2024-03-22;2024-03-22;5484682195;PIZZERIA RUN/24-03-21;-95.000;3046.980
2024-03-21;2024-03-21;5484190932;ICA NARA BER/24-03-20;-372.880;3141.980
2024-03-21;2024-03-21;5490990004;PETER HENELL;1500.000;3514.860
2024-03-20;2024-03-20;5484450730;SL          /24-03-18;-84.000;2014.860
2024-03-20;2024-03-20;5484546887;ICA NARA BER/24-03-19;-13.900;2098.860
2024-03-19;2024-03-19;5484582934;SL          /24-03-17;-84.000;2112.760
2024-03-18;2024-03-18;5484159270;PIZZERIA RUN/24-03-17;-190.000;2196.760
2024-03-18;2024-03-17;5484090673;SL          /24-03-15;-168.000;2386.760
2024-03-18;2024-03-16;5484592823;MAN IN THE M/24-03-15;-420.000;2554.760
2024-03-18;2024-03-16;5484811731;INTERNATIONA/24-03-15;-79.000;2974.760
2024-03-15;2024-03-15;5484284630;COOP KONSUM /24-03-14;-69.450;3053.760
2024-03-14;2024-03-14;5484336807;COOP KONSUM /24-03-13;-381.200;3123.210
2024-03-11;2024-03-10;5484603335;RESTAURANG S/24-03-09;-219.000;3504.410
2024-03-11;2024-03-10;5484401561;COOP KONSUM /24-03-09;-266.750;3723.410
2024-03-11;2024-03-09;5484737230;PIZZERIA RUN/24-03-08;-215.000;3990.160
2024-03-08;2024-03-08;5484847516;PIZZERIA RUN/24-03-07;-190.000;4205.160
2024-03-08;2024-03-08;5484664166;ICA NARA BER/24-03-07;-127.300;4395.160
2024-03-07;2024-03-07;5490990004;PETER HENELL;3000.000;4522.460
2024-03-05;2024-03-05;5484627099;SYSTEMBOLAGE/24-03-04;-1825.000;1522.460
2024-03-05;2024-03-05;5484606030;COOP KONSUM /24-03-04;-267.550;3347.460
2024-03-04;2024-03-04;5490990004;PETER HENELL;3000.000;3615.010
2024-03-04;2024-03-03;5484382645;SL          /24-03-01;-84.000;615.010
2024-03-04;2024-03-02;5484347090;SL          /24-02-29;-42.000;699.010
2024-03-04;2024-03-02;5484565479;ALEWALDS SPO/24-03-01;-349.000;741.010
2024-03-04;2024-03-02;5484155332;COOP KONSUM /24-03-01;-132.400;1090.010
2024-03-01;2024-03-01;5484140516;SL          /24-02-28;-84.000;1222.410
2024-03-01;2024-03-01;5484606040;EAT BY SODEX/24-02-29;-105.000;1306.410
2024-03-01;2024-03-01;5484354361;RESTAURANG S/24-02-29;-304.000;1411.410
2024-03-01;2024-03-01;5484328341;AVNI AB     /24-02-28;-100.000;1715.410
2024-02-29;2024-02-29;5484201364;COOP KONSUM /24-02-28;-392.090;1815.410
2024-02-29;2024-02-29;5484683800;ROQ         /24-02-28;-89.000;2207.500
2024-02-28;2024-02-28;5484575879;RESTAURANG S/24-02-27;-125.000;2296.500
2024-02-26;2024-02-25;5484600190;COOP KONSUM /24-02-24;-239.600;2421.500
2024-02-26;2024-02-24;5484455439;SL          /24-02-22;-84.000;2661.100
2024-02-26;2024-02-24;5484085393;COOP KONSUM /24-02-23;-241.680;2745.100
2024-02-23;2024-02-23;5484511751;EAT BY SODEX/24-02-22;-105.000;2986.780
2024-02-22;2024-02-22;5484392077;SL          /24-02-20;-42.000;3091.780
2024-02-21;2024-02-21;5484655250;COOP KONSUM /24-02-20;-305.600;3133.780
2024-02-21;2024-02-21;5484593078;EAT BY SODEX/24-02-20;-105.000;3439.380
2024-02-21;2024-02-21;5490990789;POSTNORD SVE;-133.000;3544.380
2024-02-19;2024-02-19;5484346472;COOP KONSUM /24-02-18;-68.720;3677.380
2024-02-19;2024-02-17;5484715098;SL          /24-02-15;-126.000;3746.100
2024-02-16;2024-02-16;5484049147;EAT BY SODEX/24-02-15;-105.000;3872.100
2024-02-16;2024-02-16;5484041791;RADISSON BLU/24-02-15;-184.000;3977.100
2024-02-16;2024-02-16;5484041790;RADISSON BLU/24-02-15;-184.000;4161.100
2024-02-16;2024-02-16;5484041788;RADISSON BLU/24-02-15;-184.000;4345.100
2024-02-16;2024-02-16;5484041786;RADISSON BLU/24-02-15;-190.000;4529.100
2024-02-14;2024-02-14;5484182372;COOP KONSUM /24-02-13;-303.550;4719.100
2024-02-14;2024-02-14;5490990004;PETER HENELL;3000.000;5022.650
2024-02-12;2024-02-12;5484607470;SL          /24-02-10;-42.000;2022.650
2024-02-12;2024-02-12;5484618193;BERGSHAMRA P/24-02-11;-95.000;2064.650
2024-02-12;2024-02-11;5484413390;SYSTEMBOLAGE/24-02-10;-1302.200;2159.650
2024-02-12;2024-02-11;5484059700;SURF THELINS/24-02-10;-118.000;3461.850
2024-02-12;2024-02-10;5484436888;SL          /24-02-08;-84.000;3579.850
2024-02-12;2024-02-10;5490990004;PETER HENELL;2000.000;3663.850
2024-02-12;2024-02-10;5490990789;46702984673;-1000.000;1663.850
2024-02-09;2024-02-09;5484581588;EAT BY SODEX/24-02-08;-105.000;2663.850
2024-02-08;2024-02-08;5484611076;SL          /24-02-06;-84.000;2768.850
2024-02-07;2024-02-07;5484681290;EAT BY SODEX/24-02-06;-105.000;2852.850
2024-02-05;2024-02-04;5484500954;SL          /24-02-02;-84.000;2957.850
2024-02-05;2024-02-03;5484666870;SYSTEMBOLAGE/24-02-02;-619.000;3041.850
2024-02-05;2024-02-03;5484552347;SL          /24-02-01;-84.000;3660.850
2024-02-05;2024-02-03;5484049785;SNABBGROSS C/24-02-02;-1569.070;3744.850
2024-02-02;2024-02-02;5484239340;EAT BY SODEX/24-02-01;-105.000;5313.920
2024-02-02;2024-02-02;5490990004;PETER HENELL;5000.000;5418.920
2024-01-29;2024-01-28;5484654649;SYSTEMBOLAGE/24-01-27;-934.400;418.920
2024-01-29;2024-01-27;5484698196;SL          /24-01-25;-84.000;1353.320
2024-01-29;2024-01-27;5484706346;PIZZERIA RUN/24-01-26;-264.000;1437.320
2024-01-29;2024-01-27;5484458944;ICA NARA BER/24-01-26;-473.310;1701.320
2024-01-26;2024-01-26;5484798230;COOP KONSUM /24-01-25;-135.350;2174.630
2024-01-26;2024-01-26;5484731245;EAT BY SODEX/24-01-25;-105.000;2309.980
2024-01-23;2024-01-23;5484546117;APOTEKSGRUPP/24-01-22;-16.260;2414.980
2024-01-23;2024-01-23;5484218488;COOP KONSUM /24-01-22;-109.450;2431.240
2024-01-22;2024-01-20;5484467712;SL          /24-01-18;-84.000;2540.690
2024-01-22;2024-01-20;5484714319;RESTAURANG S/24-01-19;-298.000;2624.690
2024-01-22;2024-01-20;5484318908;COOP KONSUM /24-01-19;-89.780;2922.690
2024-01-19;2024-01-19;5484574089;EAT BY SODEX/24-01-18;-105.000;3012.470
2024-01-18;2024-01-18;5484592359;SL          /24-01-16;-84.000;3117.470
2024-01-17;2024-01-17;5484191144;EAT BY SODEX/24-01-16;-105.000;3201.470
2024-01-16;2024-01-16;5484602762;OKQ8        /24-01-14;-158.000;3306.470
2024-01-16;2024-01-16;5484357860;COOP KONSUM /24-01-15;-104.900;3464.470
2024-01-16;2024-01-16;5484357815;COOP KONSUM /24-01-15;-348.960;3569.370
2024-01-15;2024-01-15;5484598868;SL          /24-01-13;-126.000;3918.330
2024-01-15;2024-01-14;5484400843;SOEDER SPORT/24-01-13;-581.000;4044.330
2024-01-15;2024-01-14;5484287403;SL          /24-01-12;-42.000;4625.330
2024-01-15;2024-01-14;5484183817;OLSTUGAN HOR/24-01-13;-276.150;4667.330
2024-01-15;2024-01-14;5490990789;JIGHEAD AB;-200.000;4943.480
2024-01-15;2024-01-13;5484486834;SCANDIC ANGL/24-01-12;-291.000;5143.480
2024-01-15;2024-01-13;5484151705;MAN IN THE M/24-01-12;-280.000;5434.480
2024-01-15;2024-01-13;5484681123;COOP KONSUM /24-01-12;-20.000;5714.480
2024-01-15;2024-01-13;5484275598;HIRSCHENKELL/24-01-12;-49.000;5734.480
2024-01-15;2024-01-13;5490990004;PETER HENELL;4000.000;5783.480
2024-01-12;2024-01-12;5484679443;SL          /24-01-10;-84.000;1783.480
2024-01-12;2024-01-12;5490990789;46705438947;-230.000;1867.480
2024-01-11;2024-01-11;5484174037;COOP KONSUM /24-01-10;-209.170;2097.480
2024-01-09;2024-01-09;5484561770;COOP KONSUM /24-01-08;-327.840;2306.650
2024-01-09;2024-01-09;5490990789;46702622386;-100.000;2634.490
2024-01-08;2024-01-06;5484142779;SL          /24-01-04;-42.000;2734.490
2024-01-05;2024-01-05;5484451375;SYSTEMBOLAGE/24-01-04;-395.000;2776.490
2024-01-05;2024-01-05;5484764839;HEMKOP MORBY/24-01-04;-199.750;3171.490
2024-01-03;2024-01-03;5484111180;COOP KONSUM /24-01-02;-268.350;3371.240
2024-01-02;2024-01-01;5484633105;COOP KONSUM /23-12-31;-64.950;3639.590
2024-01-02;2024-01-01;5484633103;COOP KONSUM /23-12-31;-204.850;3704.540
2024-01-02;2023-12-30;5484233515;SL          /23-12-28;-39.000;3909.390
2023-12-29;2023-12-31;0000000000;RÄNTA;4.020;3948.390
2023-12-29;2023-12-29;5484366502;SYSTEMBOLAGE/23-12-28;-1267.400;3944.370
2023-12-29;2023-12-29;5484258023;COOP KONSUM /23-12-28;-452.540;5211.770
2023-12-28;2023-12-28;5490990004;PETER HENELL;3000.000;5664.310
2023-12-27;2023-12-27;5484164955;SL          /23-12-25;-39.000;2664.310
2023-12-27;2023-12-24;5484024243;SL          /23-12-22;-156.000;2703.310
2023-12-27;2023-12-24;5490990789;46760450519;-4000.000;2859.310
2023-12-27;2023-12-23;5484776312;THE BISHOPS /23-12-22;-194.000;6859.310
2023-12-27;2023-12-23;5484776307;THE BISHOPS /23-12-22;-97.000;7053.310
2023-12-27;2023-12-23;5484317485;FISKELÄGET  /23-12-22;-1180.000;7150.310
2023-12-27;2023-12-23;5484648016;LOBBY       /23-12-22;-702.900;8330.310
2023-12-22;2023-12-22;5484797771;COOP KONSUM /23-12-21;-322.320;9033.210
2023-12-22;2023-12-22;5490990789;46738674668;320.000;9355.530
2023-12-22;2023-12-22;5490990004;PETER HENELL;5000.000;9035.530
2023-12-21;2023-12-21;5484540583;COOP KONSUM /23-12-20;-118.630;4035.530
2023-12-20;2023-12-20;5484602922;APOTEKSGRUPP/23-12-18;-16.260;4154.160
2023-12-20;2023-12-20;5490990004;PETER HENELL;3000.000;4170.420
2023-12-19;2023-12-19;5484558685;RESTAURANG S/23-12-18;-125.000;1170.420
2023-12-18;2023-12-17;5484469093;SL          /23-12-15;-78.000;1295.420
2023-12-18;2023-12-16;5484596184;SL          /23-12-14;-78.000;1373.420
2023-12-15;2023-12-15;5484597922;EAT BY SODEX/23-12-14;-99.000;1451.420
2023-12-14;2023-12-14;5484311990;SL          /23-12-12;-39.000;1550.420
2023-12-14;2023-12-14;5484436136;COOP KONSUM /23-12-13;-208.800;1589.420
2023-12-13;2023-12-13;5484554572;SL          /23-12-11;-78.000;1798.220
2023-12-13;2023-12-13;5484214010;SYSTRARNA P /23-12-12;-1187.500;1876.220
2023-12-13;2023-12-13;5484155413;PIZZERIA RUN/23-12-12;-110.000;3063.720
2023-12-12;2023-12-12;5484557520;THE BISHOPS /23-12-11;-164.000;3173.720
2023-12-12;2023-12-12;5484268182;HAYMARKET BY/23-12-11;-385.000;3337.720
2023-12-11;2023-12-10;5484040735;SL          /23-12-08;-78.000;3722.720
2023-12-11;2023-12-10;5484433385;VACCINDIREKT/23-12-08;-450.000;3800.720
2023-12-11;2023-12-09;5484065794;SYSTEMBOLAGE/23-12-08;-401.000;4250.720
2023-12-11;2023-12-09;5484800847;SL          /23-12-07;-156.000;4651.720
2023-12-11;2023-12-09;5484320525;MICKES SERIE/23-12-08;-390.000;4807.720
2023-12-08;2023-12-08;5490990004;PETER HENELL;3000.000;5197.720
2023-12-07;2023-12-07;5490990789;46705438947;-500.000;2197.720
2023-12-07;2023-12-07;5484123026;SL          /23-12-05;-78.000;2697.720
2023-12-06;2023-12-06;5484396511;6434 ARENAST/23-12-05;-102.000;2775.720
2023-12-04;2023-12-03;5484612218;ICA NARA BER/23-12-02;-503.330;2877.720
2023-12-04;2023-12-03;5490990789;46720388884;-4768.000;3381.050
2023-12-04;2023-12-03;5490990004;PETER HENELL;5000.000;8149.050
2023-12-04;2023-12-02;5484792497;RESTAURANG S/23-12-01;-219.000;3149.050
2023-11-30;2023-11-30;5484758698;RESTAURANG S/23-11-29;-125.000;3368.050
2023-11-30;2023-11-30;5484413992;COOP KONSUM /23-11-29;-241.090;3493.050
2023-11-30;2023-11-30;5490990789;1235010822;-1300.000;3734.140
2023-11-28;2023-11-28;5484585528;OKQ8        /23-11-26;-583.320;5034.140
2023-11-27;2023-11-25;5484398294;PIZZERIA RUN/23-11-24;-220.000;5617.460
2023-11-27;2023-11-25;5484819088;COOP KONSUM /23-11-24;-35.900;5837.460
2023-11-24;2023-11-24;5490990004;PETER HENELL;5000.000;5873.360
2023-11-21;2023-11-21;5484334487;PIZZERIA RUN/23-11-20;-130.000;873.360
2023-11-20;2023-11-20;5484454298;COOP KONSUM /23-11-19;-89.400;1003.360
2023-11-20;2023-11-19;5484571366;SL          /23-11-17;-39.000;1092.760
2023-11-20;2023-11-19;5484753412;COOP KONSUM /23-11-18;-184.960;1131.760
2023-11-20;2023-11-18;5484780884;SYSTEMBOLAGE/23-11-17;-850.000;1316.720
2023-11-20;2023-11-18;5484682715;HEMKOP MORBY/23-11-17;-313.760;2166.720
2023-11-20;2023-11-18;5484447645;COOP KONSUM /23-11-17;-69.990;2480.480
2023-11-17;2023-11-17;5484489909;SL          /23-11-15;-117.000;2550.470
2023-11-16;2023-11-16;5484641294;EAT BY SODEX/23-11-15;-99.000;2667.470
2023-11-16;2023-11-16;5484327576;INTERNATIONA/23-11-15;-117.000;2766.470
2023-11-16;2023-11-16;5490990789;46739209405;175.000;2883.470
2023-11-15;2023-11-15;5484509406;SL          /23-11-13;-78.000;2708.470
2023-11-15;2023-11-15;5484672401;COOP KONSUM /23-11-14;-128.740;2786.470
2023-11-15;2023-11-15;5490990789;46761510662;-50.000;2915.210
